OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,PlanningAuthority,DataUpdate
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0020,,"262 ï¿½ 268 High Road, Ilford",,WGS84,0.079275999999999999,51.559916999999999,0.13,Owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,42,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Located within Ilford Housing Zone - Local Plan allocation site number: 20,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/barking-and-dagenham,Barking and Dagenham,LBBD59,,90 Stour Road,https://maps.london.gov.uk/brownfield-site-register,OSGB36,0.15390499999999999,51.560046,0.26000000000000001,Owned by a public authority,,Not permissioned,,,,,25,,,,,,,,,2017-12-31,2017-12-31,Barking and Dagenham,2018
http://opendatacommunities.org/id/london-borough-council/hillingdon,London Borough of Hillingdon,SA15,,"SA 15: Royal Mail Sorting Office, Park Way, Manor",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.412105,51.574491999999999,0.26000000000000001,Unkown ownership,,Not permissioned,,,http://www.hillingdon.gov.uk/article/31455/Planning-search-guide,,22,"In the proposed Local Plan Part 2: Site Allocations and Designations Document, the site is proposed for residential development. ",,,,,,,,2017-12-31,2017-12-31,Hillingdon,2018
http://opendatacommunities.org/id/london-borough-council/hillingdon,London Borough of Hillingdon,65480/APP/2015/1862,,"5 Station Road, West Drayton, UB7 7BT",https://maps.london.gov.uk/brownfield-site-register,ETRS89,0.47201799999999999,51.508915999999999,0.26000000000000001,Unkown ownership,yes,Permissioned,full planning permis,2016-01-05,http://www.hillingdon.gov.uk/article/31455/Planning-search-guide,,38,"Demolition of existing public house and erection of 38 flats (Use Class C3) and 237sq.m of retail floorspace (Use Class A1) with parking, landscaping and amenity space.",A1 Retail 237m²,,,,,,,2017-12-31,2017-12-31,Hillingdon,2018
http://opendatacommunities.org/id/london-borough-council/hillingdon,London Borough of Hillingdon,SA25,,"SA 25: Long Lane, Hillingdon, Uxbridge North",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.450098,51.551008000000003,0.26000000000000001,Unkown ownership,,Not permissioned,,,http://www.hillingdon.gov.uk/article/31455/Planning-search-guide,,25,"In the proposed Local Plan Part 2: Site Allocations and Designations Document, the site is proposed for residential-led mixed use development. ",Residential-led mixed use,,,,,,,2017-12-31,2017-12-31,Hillingdon,2018
http://opendatacommunities.org/id/london-borough-council/greenwich,Royal Borough Of Greenwich,RBG-09,,"“Hilton's Wharf, 30-52 Norman Rd Greenwich“",www.royalgreenwich.gov.uk/brownfieldregister,OSGB36,537790,177505,0.13,Unknown ownership,Yes,Permissioned,Full planning permis,2012-03-27,,,85,"“10/2354/F. Demolition of existing buildings and construction of 85 residential units, 1250 m² of commercial (B1) floorspace and 2 live/work units in a part 7-/part 8-/part 9-storey building, undergro","“1,250 m² of commercial (B1) floorspace and 2 live/work units.“",,,,,,"“Started""",2017-12-22,2017-12-22,Greenwich,2018
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,GRE1b,,"GRE1b Ravenor Park Farm, Oldfield Lane South, UB6",http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=514252.27&y=182594.93,OSGB36,514252.27000000002,182594.92999999999,0.26000000000000001,Owned by a public authority,,Not permissioned,,,,,5,See allocation in Development Sites DPD (2013),See allocation in Development Sites DPD (2013),,,,,,For the purpose of this register the allocation boundary has been amended to remove the northern half of the site which now accommodates a new adults and childrens service centre (P/2013/1486) .  For ,2017-12-20,2017-12-20,Ealing,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,PNAAP7,,Copeland Road car park,,OSGB3,534467.43000000005,176053.04999999999,0.26000000000000001,Unknown ownership,,Not permissioned,,,,,67,,"Required: Retail use (Classes A1/ A2/ A3/ A4); Acceptable: Student accommodation (sui generis) subject to Core Strategy strategic Policy 8, Business use (Class B1)",,67,83,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/barnet,Barnet London Borough Council,15/06707/FUL,,"75 Torrington Park, London, N12 9PN",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.16873762900915801,51.616708870162597,0.26234277410000001,Not owned by a public authority,Yes,Permissioned,full planning permis,2016-02-18,,,4,"New mansard roof with 2no. dormer windows to front, rear and both sides and 2no. balconies to front and rear, to provide 4 self contained flats at third floor level with 9no. additional parking spaces",,,,,,,,2017-12-04,2017-12-04,Barnet,2018
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0018,,"73-85 Ilford Hill and 1-7 Cranbrook Road, Ilford",,WGS84,0.069482000000000002,51.558622999999997,0.26000000000000001,Mixed ownership,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,98,Employment/Housing,Employment floorspace: 650 sq.m,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Located within Ilford Housing Zone - Local Plan allocation site number: 18,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR015,,"Bangor Wharf, Georgiana Street",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.136406,51.540261000000001,0.27000000000000002,Not owned by a public authority,Yes,Not permissioned,,,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdDetails.aspx?PT=Planning%20Applications%20On-Line&TYPE=PL/PlanningPK.xml&PARAM0=431160&XSLT=/Northgate/PlanningExplorer17/S,,36,Redevelopment of the site to provide replacement employment floorspace and new permanent (Class C3) residential accommodation. Development will be expected to:â€¢ Optimise the potential of the site to,Redevelopment of the site to provide replacement employment floorspace and new permanent (Class C3) residential accommodation.,,,,,,,2018-10-12,2018-10-12,Camden,2018
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,17240239,,"Morden Hall Medical Centre, Morden Road, Morden, SW19 3DA",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.192062221618993,51.404321502707703,0.27000000000000002,Not owned by a public authority,,Not permissioned,,,,,5,Allocated use - A healthcare (D1 Use Class) led mixed use scheme with some residential (C3 Use Class).,See development description.Search Merton Sites and Policies Plan for full details.,,,,,,,2017-12-31,2017-12-31,Merton,2018
Hounslow,London Borough of Hounslow,HOLP40,,"Land at Lampton Road,TW3 1JG",,ETRS89,-0.36629400000000001,51.470028999999997,0.29999999999999999,Not owned by a public authority,Yes,Permissioned,,,,,40,Demolition of existing vacant/ redundant single storey building and erection of a building up to eight storey's in height containing with 74 flats and commercial/community space with uses A2/D1 on gro,Retail and Business at ground flood level,,,,,,,2017-12-31,2017-12-31,Hounslow,2018
http://opendatacommunities.org/doc/london-borough-council/westminster,Westminster City Council,17330248, ,"Stalbridge Street Proposal site E5 Site bounded by Shroton Street, Cosway Street, Bell Street, and Stalbridge Street, NW1.",https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=17330248,OSGB36,527286.18848898099,181947.45420313699,0.26558100289999997,Unknown ownership, ,Not permissioned, ,,, ,36,Draft Church Street Masterplan Sept 2019,, ,0,0, , ,SHLAA,2017-11-30,2017-11-30,Westminster,2018
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,EAL11,,"EAL 11 West Ealing Station Approach, Drayton Green Road/Hastings Road, W13",http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=516710.33&y=180698.29,OSGB36,516710.33000000002,180698.29000000001,0.27000000000000002,Not owned by a public authority,yes,Not permissioned,,,,,5,See allocation in Development Sites DPD (2013),See allocation in Development Sites DPD (2013),,,,,,"The allocation promotes mised used development appropriate to the town centre.  Whilst  an estimate of 5 is given for the mimum net number of dwellings,  this is the size threshold for eligibility for",2017-12-20,2017-12-20,Ealing,2018
http://opendatacommunities.org/id/london-borough-council/barnet,Barnet London Borough Council,H/01721/11,,"551 Watford Way, London, NW7 2PU",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.241662701752828,51.609729272852299,0.27102452830000001,Not owned by a public authority,Yes,Permissioned,full planning permis,2011-06-30,,,9,Construction of a 3 storey building including rooms in the roofspace to provide 5 self-contained flats and construction of 3 x two storey plus rooms in the roofspace and 1 x two storey detached dwelli,,,,,,,,2017-12-04,2017-12-04,Barnet,2018
http://opendatacommunities.org/id/london-borough-council/barnet,Barnet London Borough Council,F/01597/14,,"Eastwood, 41 The Bishops Avenue, London, N2 0BN",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.167934516582257,51.5812102283831,0.2717653431,Not owned by a public authority,Yes,Permissioned,full planning permis,2014-06-26,,,1,"Demolition of existing house and erection of a new part two-storey, part three-storey dwelling house with basement level. Associated parking and landscaping.",,,,,,,,2017-12-04,2017-12-04,Barnet,2018
http://opendatacommunities.org/doc/london-borough-council/westminster,Westminster City Council,15/07008/FULL, ,"11 Belgrave RoadLondonSW1V 1TS",https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=15/07008/FULL,OSGB36,529071.47223565402,178703.87812965299,0.27311513939999998,Unknown ownership, ,Permissioned,full planning permis,2016-04-20,http://idoxpa.westminster.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NSDEIQRPKMA00, ,73,"Use of building for residential purposes (Class C3) to provide 73 residential units (45 private units and 28 affordable units). Re-cladding of all existing facades, installation of balconies and terra",, ,0,0, ,http://idoxpa.westminster.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NSDEIQRPKMA00,GLA,2017-11-30,2017-11-30,Westminster,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-3382,," Hillside, 9 Fountain Drive  SE19 1UP",,OSGB3,533913.72999999998,171547.67000000001,0.27000000000000002,Unknown ownership,yes,Permissioned,full planning permis,2016-01-20,,,5,"Demolition of existing 2 storey dwelling; erection of 6 x4 bedroom houses with associated car parking, bin and
bike stores; and landscaped gardens",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/greenwich,Royal Borough Of Greenwich,RBG-78,,"“Ogilby Housing Society site, Wellington St Woolwich“",www.royalgreenwich.gov.uk/brownfieldregister,OSGB36,543427,178681,0.20999999999999999,Unknown ownership,Yes,Permissioned,Full planning permis,2017-04-27,,,91,“15/3295/F. Demolition of the five existing 2 and 3 storey residential blocks and redevelopment of the site to provide a new single block of between 7 and 13 storeys containing 116 homes comprising: 4,,,,,,,"“Not started.""",2017-12-22,2017-12-22,Greenwich,2018
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,EAL15,,"EAL15 66-88 Broadway, W13",http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=516415.39&y=180388.91,OSGB36,516415.39000000001,180388.91,0.27000000000000002,Not owned by a public authority,,Not permissioned,,,,,5,See allocation in Development Sites DPD (2013),See allocation in Development Sites DPD (2013),,,,,,"The allocation promotes mixed use development appropriate to the town centre.  Retail uses are sought at the ground floor fronting the Broadway.  The upper floors could accommodate residential, subjec",2017-12-20,2017-12-20,Ealing,2018
http://opendatacommunities.org/id/london-borough-council/barnet,Barnet London Borough Council,17/0824/FUL,,"Copped Close, 15 Totteridge Village, London, N20 8PN",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.198498380067955,51.630491208844703,0.27387984650000002,Not owned by a public authority,Yes,Permissioned,full planning permis,2017-06-21,,,2,Demolition of the existing dwelling and buildings and erection of two detached dwellings and replacement double garage. Associated refuse and recycling area,,,,,,,,2017-12-04,2017-12-04,Barnet,2018
http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,ARCH1,,"Archway Core Site, Vorley Road Site",http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,ETRS89,3972968.2930000001,-9342.9698000000008,0.27000000000000002,Unknown ownership,yes,Not permissioned,,,,,53,,,,53,53,,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2017-11-24,Islington,2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC031, ,60 Sloane Avenue SW3 3DD,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",527334,178715,0.22,Not owned by a public authority,yes,Permissioned,full planning permis,2016-12-30,"https://www.rbkc.gov.uk/PP/16/03878
", ,49,Demolition behind part retained facades and redevelopment of the site to provide a 7 storey (ground plus 6 upper floors) mixed use residential (49 units)  retail and leisure development inclusive of 3,Demolition behind part retained facades and redevelopment of the site to provide a 7 storey (ground plus 6 upper floors) mixed use residential (49 units)  retail and leisure development inclusive of 3, ,49,49, ,"https://www.rbkc.gov.uk/PP/16/03878
", ,2017-12-31,2017-12-31,Kensington and Chelsea,2018
http://opendatacommunities.org/id/london-borough-council/hillingdon,London Borough of Hillingdon,43495/APP/2016/510,,"Weir House, 50 Riverside Way, Uxbridge, UB8 2YF",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.48851800000000001,51.544817999999999,0.28000000000000003,Unkown ownership,yes,Permissioned,planning permission ,2016-03-08,http://www.hillingdon.gov.uk/article/31455/Planning-search-guide,,14,Non Material Amendment to Prior Approval ref: 43495/APP/2015/4137 for Change of Use of ground and first floor from offices (Use Class B1) to provide 14 self contained flats (Prior Approval) - Proposed,,,,,,,,2017-12-31,2017-12-31,Hillingdon,2018
http://opendatacommunities.org/id/london-borough-council/barnet,Barnet London Borough Council,16/3250/FUL,,"Garages At Basing Way, Land Between 98-108 And 182-192 Basing Way, London, N3 3BP",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.18927421190531901,51.593715542735403,0.27520837050000002,Owned by a public authority,Yes,Permissioned,full planning permis,2017-02-08,,,14,"Demolition of existing garages and redevelopment to provide a 4-storey building comprising 14no. self-contained flats with associated landscaping, car parking, cycle and refuse storage; and enclosure ",,,,,,,,2017-12-04,2017-12-04,Barnet,2018
