OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Uni_ID,Settlement,Parish,SHLAA2018_Suitable,SHLAA2018_Available,SHLAA2018_Achievable,SHLAA2018_Timescale,SHLAA2018_Capacity,Latest_MostRelevantResidentialApplication,Total_ha,BF_ha,CoordinateReferenceSystem_WGS84,GeoX_WGS84,GeoY_WGS84,CoordinateReferenceSystem_ETRS89,GeoX_ETRS89,GeoY_ETRS89
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5066,,"""Bungalow and New Dolphin Garage, Front Street, Newbiggin-by-the-Sea""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,431173,588070,0.45,not owned by a public authority,,permissioned,reserved matters approval,2012-03-23,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00IC2CTGLI000,,14,"Extant planning permission for 14 homes. However delivery of this scheme is currently considered uncertain. Redevelopment of existing employment and commercial land within settlement. Whilst permission has been implemented it is anticipated that it is likely to be a developed in the medium-term. Until housebuilding commences, the site will remain on the BF Register",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Reserved matters consent approved for demolition, remediation and redevelopment of 14 homes - 11/02989/REM. Initial outline consent - 07/00557/OUT. Planning permission has been implemented through site works",2016-06-30,2017-12-17,118,Newbiggin-by-the-Sea,Newbiggin-by-the-Sea CP,Suitable,Available,Achievable,6-10 Years,14,11/02989/REM,0.45,0.45,WGS84,-1.51195,55.18596,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5079,,"""Land to North of Market Place, Bedlington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,425954,581998,0.60,unknown ownership,yes,permissioned,outline planning permission,2017-07-11,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00IU7DTGLI000,,21,Permitted scheme for 12 units - yet to commence but forecast for delivery to start within next 5 years. Application covers larger area than SHLAA site but is focused on mixed-use redevelopment of land within town centre location. Small-scale residential scheme likely to be an accompaniment to a range of other primary uses including retail and leisure,"Extant planning permission includes consent for 7,720m2 additional floorspace for non-residential uses (6800 net) - potentially including retail, financial and professional services, restaurants and cafes, drinking establishments, hot food takeaways, business, non-residential institutions, assembly and leisure and/or betting office uses",,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Outline permission for extensive mixed-use development on part of site, focus on retail, employment and leisure uses and also including 12 dwellings - 17/00444/OUT",2017-12-17,2018-12-31,119,Bedlington,West Bedlington CP,Suitable,Available In Part,Achievable,0-5 Years,23,17/00444/OUT,0.60,0.60,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5083,,"""Land adjacent to Cambois First School""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,430496,583838,2.64,unknown ownership,,not permissioned,,,,,27,"Potential opportunity for redevelopment of vacant land, formerly mix of residential and industrial uses - potential to link to wider redevelopment in Cambois. Site cleared with indicative density reflecting location",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2017-12-17,2017-12-17,120,Cambois,East Bedlington CP,Suitable In Part,Available,Achievable In Part,11-15 Years,30,,2.64,2.64,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5094,,"""Welwyn Electronics Park Site A, Bedlington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,427499,583619,3.23,not owned by a public authority,,not permissioned,,,,,87,"Existing employment site and land but identified for potential redevelopment, with opportunity for wider scheme along with Site 5172. Site has largely been cleared, following demolition of former industrial buildings, with much of remaining land in use for car parking. Indicative yield highlighted recognises potential for development at slightly higher density, in keeping with the setting",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2016-06-30,2017-12-17,122,Bedlington,East Bedlington CP,Suitable,Available,Achievable,6-10 Years,97,,3.23,3.23,WGS84,-1.57008,55.14619,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5098,,"""Vald Birn UK Ltd, Cambois""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,430269,584768,7.61,unknown ownership,,not permissioned,,,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00J2B4TGLI000,,162,"Large area of cleared former industrial land offering opportunity for extensive redevelopment - potentially part of wider scheme at Cambois, including other sites identified in the SHLAA (5047, 5048 and 5098). Significant constraints to development are recognised",Withdrawn planning application included proposal for retail and health facilities,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Previous outline application for comprehensive mixed-use redevelopment of wider site withdrawn, included site remediation and construction of 323 houses, along with retail, health facilities and infrastructure  - 08/00403/OUTES. This revised original proposal for 467 homes and supporting uses",2017-12-17,2018-12-31,123,Cambois,East Bedlington CP,Suitable,Available,Achievable In Part,6-10 Years,180,08/00403/OUTES,7.61,7.61,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5116x,5116,"""Woodhorn Road, Newbiggin-by-the-Sea (brownfield parcel)""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,430930,588061,0.16,unknown ownership,,not permissioned,,,,,5,"Opportunity for potential redevelopment of land within existing urban area, mainly brownfield with this element being able to support development above threshold. Brownfield parcel (0.16ha) represents around 50% of the site area - indicative yield of around 6 dwellings can be calculated based on methodological approach. For indicative purposes in the BF Register, the original SHLAA site (ref 5116) is split to reflect brownfield and greenfield elements - total area of 0.30ha. Yield identified reflects appropriate density given location",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2017-12-17,2017-12-17,124,Newbiggin-by-the-Sea,Newbiggin-by-the-Sea CP,Suitable,Available,Achievable,6-10 Years,6,,0.30,0.16,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5121,,"""Land at Debdon House, Cambois""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,430422,584185,0.26,unknown ownership,,not permissioned,,,,,5,Linear parcel of land offering potential for redevelopment as part of wider scheme in Cambois. Relatively low yield recognises physical constraints,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2017-12-17,2017-12-17,125,Cambois,East Bedlington CP,Suitable,Available,Achievable,11-15 Years,5,,0.26,0.26,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5133,,"""Coulson Park First School, Alexandra Road, Ashington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,428703,586666,0.74,owned by a public authority,,not permissioned,,,,,23,"Former school site declared surplus by NCC and offering redevelopment opportunity within residential area. Former school buildings have now been demolished and site is vacant, with identified area limited to footprint of former built development",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2016-06-30,2017-12-17,126,Ashington,Ashington CP,Suitable,Available,Achievable,6-10 Years,25,,0.74,0.74,WGS84,-1.55089,55.17349,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5135,,"""Bernicea, Cambois""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,430346,584471,0.17,not owned by a public authority,,not permissioned,,,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00ITXWTGLI000,,5,Potential opportunity for redevelopment of largely vacant land at the edge of settlement - previous permission lapsed before start. A scheme is likely to involve the demolition of an existing dwelling to enable redevelopment,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Outline permission granted for 6 three-bed dwellings following demolition but not commenced and has lapsed - 12/03080/OUT. Previous application for 6 units withdrawn - 12/00219/OUT,2017-12-17,2018-12-31,127,Cambois,East Bedlington CP,Suitable,Available,Achievable,11-15 Years,6,12/03080/OUT,0.17,0.17,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5136,,"""St Cuthbert's Church Hall, Front Street, Bedlington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,426008,581861,0.14,not owned by a public authority,yes,permissioned,full planning permission,2014-02-01,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=OP4JS1QS0CE02,,19,"Permitted scheme for 19 units - yet to commence but forecast for delivery to start within next 5 years. Consent has been implemented through site works and, although residential development has yet to commence, the permission will remain live. Redevelopment of land within settlement, with church hall now demolished and site cleared. Relatively high density reflective of location at edge of town centre and nature of flatted scheme",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"A number of proposals relate to site. Application allowed on appeal for residential development of 19 flats, technically implemented and will not lapse - 03/00442/FUL. Application for change of use from church hall to 3 dwellings refused - 08/00133/FUL. Further scheme for demolition and erection of 12 units also refused - 09/00003/FUL. Previous application allowed on appeal for residential development of 19 homes but lapsed without start - 03/00442/FUL",2016-06-30,2017-12-17,128,Bedlington,West Bedlington CP,Suitable,Available,Achievable,0-5 Years,19,03/00442/FUL,0.14,0.14,WGS84,-1.59364,55.13047,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5141,,"""Site of Demolished Houses - Woodhorn Villas, Blyth Terrace, Ashington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,428562,587902,0.44,not owned by a public authority,,not permissioned,,,,,11,"Potential opportunity for redevelopment of vacant land through urban infill, formerly occupied by dwellings which have now been cleared. Indicative yield identified is considered appropriate for the location at a density that would be reflective of adjacent residential development",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2016-06-30,2017-12-17,129,Ashington,Ashington CP,Suitable,Available,Achievable,6-10 Years,12,,0.44,0.44,WGS84,-1.55298,55.18461,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5172,,"""Welwyn Electronics Park Site B, Bedlington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,427626,583431,5.56,not owned by a public authority,,not permissioned,,,,,100,"Existing employment site and land but identified for potential redevelopment, with opportunity for wider scheme along with site 5094. Existing business in operation and a range of industrial buildings are occupied and in situ. Indicative yield highlighted recognises potential for development at slightly higher density, in keeping with the setting",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Saved Wansbeck District Local Plan employment land allocation, but proposed for deallocation in the draft Northumberland Local Plan.",2016-06-30,2018-12-31,131,Bedlington,East Bedlington CP,Suitable,Available,Achievable,6-10 Years,111,,5.56,5.56,WGS84,-1.56810,55.14449,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5176,,"""Warehouse to the rear of Jubilee Terrace, Bedlington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,427525,582749,0.05,unknown ownership,,not permissioned,,2008-10-22,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MJP7QVQS04P00,,5,Opportunity for potential redevelopment of land within existing urban environment through infill scheme - previous permission lapsed prior to being implemented. Higher density of development indicated recognises infill and nature of likely development,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Consent previously granted for construction of 6 flats but this has now lapsed - 08/00326/FUL. Previous application refused - 08/00259/FUL,2017-12-17,2017-12-17,132,Bedlington,East Bedlington CP,Suitable,Available,Achievable,6-10 Years,6,08/00326/FUL,0.05,0.05,,,,,,
